order_id,product_id,quantity
64131,40897,34
5198,50106,12
23609,53633,99
78047,84023,52
54321,13680,4
32662,69858,46
7161,97039,61
25558,76223,2
67837,70580,7
77664,52713,52
15616,19982,38
78377,61358,68
8018,31836,93
87164,6053,95
60377,41524,57
7633,6873,25
35,23334,28
73828,9998,89
38764,11841,53
16946,70666,40
27163,60934,90
42523,46272,80
17424,67284,98
46837,51430,81
68397,19474,76
4754,81591,26
34369,42532,97
90376,989,12
16270,68666,7
80707,34651,43
3922,21904,57
25910,59752,68
88675,71667,7
65851,46410,88
90990,8600,24
12022,84680,71
57748,43953,78
64160,49574,50
15454,86490,81
61370,91037,87
78375,73190,31
43654,86559,51
25106,1886,79
11887,99578,54
73568,2095,71
97844,15208,28
9740,12528,9
29394,94157,6
45501,50784,6
74567,77006,40
78779,24274,87
96246,99184,1
97749,20496,30
60176,36356,18
12799,66648,11
83131,74115,46
80261,38013,85
38403,20422,83
59031,92870,20
21316,30717,3
34179,9992,23
53941,83735,44
19608,45502,19
22994,46080,71
7711,1711,2
86322,99022,91
41843,44984,96
10122,30238,34
30122,33916,88
55366,96417,7
38856,25482,73
80021,1605,15
36400,72755,67
15115,76972,38
91398,33021,88
11910,90735,74
72380,96382,53
25528,46323,80
82083,51149,12
98140,2803,91
2028,57336,32
65756,43625,91
18763,45590,73
59803,6839,93
84498,44916,50
77913,70368,11
73167,86472,74
45370,51367,35
24056,47497,90
20323,56080,24
61006,4186,6
11718,50745,80
80812,72904,50
49701,39538,93
83248,78425,9
27961,82949,63
64975,69343,34
18544,67322,83
54064,71527,44
7013,25581,70
72635,18431,23
33683,83887,26
17873,32109,33
83601,75313,15
82408,25138,4
38034,78426,40
42655,59150,89
29432,73742,10
56604,68087,41
6322,60797,10
79129,12348,37
136,64137,20
12759,86498,3
7151,31284,58
77194,9725,37
93409,81393,51
15755,64331,52
44303,18925,66
48097,84593,78
48049,76859,95
96629,97083,27
65463,7342,14
16353,49934,75
57862,10857,91
18582,61874,97
19478,84488,15
36109,14830,13
59327,84583,95
52288,30338,82
48125,68117,77
96279,94607,53
78564,2452,68
43516,13247,15
24314,55076,65
96428,55253,50
87939,25261,70
90446,92212,59
55478,2692,65
35277,26908,51
37923,38552,25
23385,46311,78
57940,5546,43
40654,23561,92
74895,63893,48
39306,25340,59
98752,77877,24
66053,74484,34
34102,79238,49
44423,50996,26
62058,36664,73
12997,33552,77
19903,97031,18
26279,92223,92
75048,29749,47
30344,68432,22
31393,39107,83
6258,47296,7
60689,58602,70
22437,51591,69
75488,95110,49
58169,37405,9
77472,31894,58
44903,71767,72
67247,13745,25
75946,47408,61
63624,46930,14
84148,11432,75
21750,18590,54
50427,56611,82
83046,57648,50
50761,80843,46
69959,46333,46
93591,37843,14
47294,43983,99
46590,53557,27
84220,34397,57
33939,12189,85
97614,51531,47
57167,14559,5
15188,32206,49
57533,89089,61
39966,53295,52
28960,61293,99
4359,30189,90
56722,58838,79
30455,39144,48
96823,86434,56
86656,11420,48
52901,61083,97
92985,69801,74
87016,77107,70
45355,91406,73
68568,87954,3
98706,35175,51
17803,68278,98
33992,42018,57
65623,53698,6
47326,98644,62
44563,80761,37
38187,97758,85
97147,30033,85
6691,12823,47
20282,94382,48
37976,59501,86
81903,96087,58
1413,87360,34
45461,18865,35
43123,15920,25
22284,81245,84
310,25158,16
19703,74035,41
80468,97305,71
34941,52705,96
80972,58014,74
65720,7236,18
7386,34619,81
5749,89187,20
96428,23027,96
64949,86305,58
92013,83774,48
66148,30300,96
69502,92631,88
6244,5299,79
52423,49533,3
99272,48006,78
25999,65542,58
84264,84587,71
54023,16516,51
8935,99163,94
54902,35716,10
21966,41260,60
29002,2437,78
32590,15003,27
73935,44981,7
13990,47751,31
32295,2521,72
13522,99367,20
84764,27224,62
40501,93863,68
31071,63446,89
83585,69434,34
8746,23506,64
4991,53353,97
17865,22964,1
80959,67142,37
19880,58086,29
9110,81968,33
54339,1447,78
78887,8392,58
69794,51500,45
1775,66882,95
21929,5545,63
13635,56475,13
89355,64439,40
91196,58138,89
5748,44807,6
95255,26048,11
49295,14196,13
16714,55658,60
6540,99875,60
61739,94845,23
72643,53976,59
71426,56728,35
96327,80814,86
37395,971,15
3491,10877,48
84062,35116,4
50781,21491,29
65376,16904,54
12738,36271,87
99739,53348,58
73705,97739,41
75138,92944,33
22271,16668,28
14351,84042,2
26198,19482,36
35956,43007,21
18068,11873,81
24217,52957,24
93905,98395,8
49189,82553,8
17762,45329,24
46881,18580,36
50874,32407,70
78399,91670,54
27983,42071,88
23905,33069,21
97428,54826,88
17381,1345,31
36895,73851,13
56069,36544,23
62888,7398,11
12401,5120,98
69751,43777,99
27938,1352,79
15081,21444,23
80733,97254,34
91779,83637,22
99109,42055,2
72561,36592,1
32640,62900,46
21457,78055,43
85774,25417,37
18247,42720,44
43258,94627,98
89602,22136,48
20181,11907,24
55678,62091,71
71320,25603,98
60482,32790,61
16808,40665,36
44529,82235,25
25965,67640,93
63335,68147,8
32488,63885,87
13182,42746,3
96805,31075,51
62042,57626,58
55993,72727,44
33526,7171,95
9236,17063,62
82725,17963,9
18341,20888,1
67724,49053,9
3154,81428,49
67514,45811,99
93604,49446,23
75563,27756,69
23669,79679,10
62440,19796,78
24873,20460,51
22309,7632,26
5031,67297,44
62183,80691,99
37449,63673,58
69120,60,8
47468,60334,42
69645,27541,20
6541,14359,4
4588,53052,27
68068,18741,19
33752,90786,33
86477,56188,64
95585,78649,71
82945,42260,15
87280,70352,58
34026,88301,2
24076,82783,97
48445,60316,98
58716,31492,28
59291,18426,39
20290,6445,96
94207,65095,50
12545,89454,42
11082,61205,46
49543,24404,78
9128,64911,54
28124,74899,57
10850,6703,11
67871,92348,59
10996,29823,82
67810,33896,72
23053,21375,95
79778,1167,91
58680,92696,11
62662,99677,72
29007,59467,91
80852,57585,49
85355,69141,80
40056,54489,9
8603,74007,69
33922,72671,9
98082,31696,49
3859,81781,34
49277,4967,26
9028,48894,63
880,41014,19
15371,80687,45
81758,44488,23
65964,74111,60
94463,34644,69
65532,26753,8
91589,97368,48
20159,30602,33
74154,61321,78
96327,17001,93
13743,45391,36
31464,11428,65
12186,38611,13
83070,13827,11
21790,39987,65
84222,71030,59
93238,23977,40
78310,77978,86
77756,16169,89
91133,93228,53
16872,93122,55
52921,43225,52
28592,15369,61
74438,38046,57
35582,31966,82
54524,61776,52
34179,5917,7
60567,25419,79
72150,83090,60
33767,62849,95
51831,53846,85
73075,64808,66
32589,11882,51
20359,51778,37
769,21623,26
88588,25798,5
68972,17282,46
35612,91411,11
77100,81946,59
7396,96566,58
28567,8124,73
78541,57557,11
59559,9874,51
52177,14554,95
74284,62471,53
16622,78974,59
30156,45096,76
46403,96530,69
10694,57779,43
90339,97965,14
34335,63173,47
2150,90670,37
20496,81494,86
71049,47068,78
63996,59459,93
25785,82038,55
8132,13269,35
69293,63435,16
11480,17048,73
24295,2730,18
93314,43812,3
19882,71604,56
14235,34253,86
89037,87346,42
2057,32818,70
9739,19597,46
46280,36821,16
76745,27744,38
27412,17016,13
29584,72111,66
93425,47992,75
45122,26422,2
49776,57278,36
65416,20870,33
67423,53733,26
58763,3438,2
96132,42181,92
78741,29740,77
76240,11746,96
16206,35095,44
58204,87447,50
8005,36068,53
59821,91582,56
15124,70690,26
29767,94347,87
22572,8674,66
69494,17744,19
30176,75158,24
37662,98036,40
56014,11371,97
74857,49456,1
88394,74009,41
91545,93811,21
46801,1802,38
60796,92233,81
77947,59899,26
12847,12822,16
4564,59925,29
59181,93704,31
21399,20832,35
7666,44328,30
59866,1866,79
7933,78556,32
76287,65834,12
44063,60076,41
24483,69937,40
67863,26692,36
89976,47353,9
2380,26497,15
12250,82107,2
13375,84012,77
816,79735,95
59246,45280,39
93133,44428,58
4537,15078,3
993,90230,65
7793,81203,30
92844,70858,62
973,3725,21
59335,34706,18
32793,57006,53
55817,41841,13
26155,19860,85
97260,1643,4
91861,54756,14
3484,46439,35
74122,5871,92
78025,19614,70
8352,56338,14
4014,4042,73
11500,58373,26
12796,26491,52
52971,53213,78
9982,55910,80
89752,46437,92
544,21336,90
7611,26285,63
96744,31837,60
20529,85242,58
69691,17905,70
99415,68200,59
78787,30161,71
20358,54479,37
30462,5606,7
46537,58913,89
29863,15618,3
5911,76731,55
22978,66786,87
74657,19643,95
99002,81994,79
93666,23346,54
50057,38077,49
68003,2634,43
33,9625,29
86661,60308,31
7984,70639,23
19481,84946,23
26347,57235,34
72675,94094,92
29844,79854,35
42448,51574,35
36320,84137,60
97854,49053,55
31868,66164,34
84574,60491,8
69449,19527,11
10767,6742,74
47779,5374,15
76934,54283,71
63342,867,36
54313,32018,13
25677,22638,13
85183,48334,47
6487,67706,72
18011,76916,36
13709,82296,28
78999,40458,42
14207,90475,86
28294,32174,36
43366,20196,84
98357,85913,73
11790,74398,8
10070,85174,73
8588,46295,76
96150,97716,33
11759,12906,41
68555,3471,84
28027,95115,89
36235,50074,32
20787,46046,20
24048,77417,70
93961,24660,47
19925,57455,53
87390,48654,5
6426,63996,22
6600,36692,9
1779,12971,5
69304,88257,31
17775,53372,1
30058,20,19
13579,76868,76
28142,89401,94
17919,80012,20
30333,26813,64
83708,82733,44
73542,68422,79
26279,42001,53
2152,38984,93
85525,46895,24
89470,4914,40
93811,8394,63
97872,47216,6
47814,52754,46
85776,8993,9
29753,32971,49
1743,88788,79
172,93574,56
59394,90013,46
31564,30054,71
14850,27861,85
93035,52768,68
59492,81401,91
61669,10080,85
32585,78316,96
20057,63978,37
3227,8689,63
11978,98283,71
43366,51005,63
71897,48649,47
53633,53502,57
91934,62823,95
93733,43907,89
66241,81570,5
5993,79368,92
26535,63113,17
12202,84060,66
41169,16271,92
50820,54254,7
84126,39785,42
77140,2806,49
37467,38217,1
3450,91352,49
15259,73846,81
38835,58592,27
60882,52061,49
18385,96961,99
3574,86628,32
17281,69418,54
90662,71103,81
77806,18442,69
66212,29293,96
32680,75646,72
19467,47626,16
50429,71235,61
15644,93342,51
60791,22130,95
63773,54134,63
84227,45416,69
22289,77281,39
17079,77727,25
12318,36480,12
72056,609,28
91575,19225,88
67019,41396,17
15874,43845,42
10588,92386,70
99884,37231,88
64248,93083,75
88503,46273,75
37780,35162,62
62563,49516,11
85652,26,19
45755,13346,1
47059,63797,78
87302,71900,59
27515,60985,84
4247,47783,1
89792,94465,42
18423,1658,76
71579,99678,67
72221,36483,52
11716,31914,5
86086,34457,78
28882,6815,15
42468,56257,24
10663,58895,12
78705,28075,67
95901,66129,94
86095,54919,44
26537,24827,73
44224,39216,77
96307,90100,28
3538,67463,4
42796,56550,3
54527,51159,20
72087,29458,60
81795,11534,37
47441,87707,11
72365,8838,9
67644,33715,52
10178,9924,72
49973,56132,36
66655,14778,42
65272,41168,70
15612,1684,33
82250,2590,64
20802,20216,17
73024,46921,63
83397,15844,86
53320,63308,40
93520,14931,24
81893,1820,64
31984,98668,7
44555,1170,67
50921,71768,96
84617,18264,62
28307,39407,56
53578,43086,69
1219,2726,18
70427,62276,87
98416,44897,48
55268,31072,15
88729,11837,47
51312,31710,30
55905,92111,88
4039,67180,82
2707,19866,99
77921,78705,35
7540,12732,29
97414,54862,21
73225,21157,40
37944,72111,14
47675,27422,82
68887,4562,17
21875,39234,9
15693,97996,92
71556,30678,38
7453,25012,69
26890,84463,29
94419,32035,93
74882,82532,77
15700,61326,7
26616,52670,53
19182,93544,38
1764,20070,88
16184,827,14
26275,138,7
34939,16778,65
49698,10242,86
75574,97912,99
37371,50368,17
65993,98698,46
86561,78212,12
10848,72529,23
68171,54052,41
96789,19641,52
82907,71938,20
26316,24686,75
8311,40294,20
69773,1899,82
36160,89931,28
45948,35183,42
10471,14764,81
78384,41460,99
86694,6695,35
59849,67203,17
80162,15688,78
90967,78834,43
9496,77863,86
32940,90904,42
73743,33747,39
20642,59328,83
44464,96337,33
54676,90309,66
13960,23971,50
2001,50208,55
30986,71124,78
65635,49367,3
14355,60450,23
83224,3288,89
40607,96226,24
90496,45393,71
40333,38160,86
79651,49790,58
20417,54895,40
76670,74978,55
1840,99196,63
22546,43721,44
1806,45492,3
58006,9952,5
97866,83766,70
15862,94534,37
95938,50365,9
77477,60200,61
54715,66798,12
59052,38366,45
85630,56140,46
99953,98260,78
68655,55351,84
35231,646,79
52687,52461,37
89100,23853,30
50233,71209,24
44861,70937,27
45394,66178,18
54670,78011,89
41938,34251,90
2174,88846,88
42536,29683,49
15293,33010,36
87113,18672,41
73948,55590,41
70487,40015,47
94269,66919,67
95509,45928,28
22769,46910,82
95434,92258,62
35104,5770,28
66059,56559,53
64125,80469,68
84835,56809,9
16965,9124,27
53253,2360,27
40300,67943,76
68386,12399,35
1177,11074,25
84688,10915,62
15487,12769,43
89532,37633,66
58089,78546,97
78396,8617,66
94635,96270,28
90673,83276,91
20048,15806,36
70568,18092,41
52372,80365,86
73948,92920,60
6438,67859,71
91470,68841,7
6907,3166,9
51940,31729,52
31626,10776,30
90734,14188,2
21798,3055,3
43785,20750,42
75560,25044,84
22897,66461,97
71025,27657,15
30330,98130,16
67798,36668,77
15455,12130,53
46921,14162,94
12446,15550,21
26681,28235,59
76767,52217,10
55350,44663,27
84568,81625,30
2594,88682,30
83445,55654,12
75372,17436,17
37194,94245,67
47619,52590,33
10829,89311,34
70398,90582,47
9645,94651,76
27766,76480,14
71126,29201,62
39429,35356,31
6983,11989,61
1533,70566,58
37775,36406,10
60111,13345,52
19651,35174,85
52633,11288,64
71200,92093,81
15214,9197,90
35613,79940,57
57102,73747,59
70290,85987,49
86889,79200,93
71981,81214,66
54892,66574,94
20639,3584,98
30181,57446,81
42066,92541,19
57045,15208,93
54507,96174,79
47580,55055,28
32190,89457,24
60220,91485,44
70447,51631,5
4617,66362,43
57938,40974,85
31021,48220,75
4850,36134,50
78349,84975,56
36846,91928,2
30519,53256,93
73241,83530,36
58519,61743,54
12264,13471,50
52284,32299,63
69602,30790,58
27947,74907,5
1402,55743,29
70281,11994,58
59391,58710,93
29749,60246,8
6019,19128,16
41801,81840,50
13964,35330,3
13780,71663,57
69850,7963,77
48399,83060,80
75257,8723,27
82683,11858,20
26793,65009,63
80427,15898,52
74702,29938,41
17988,10218,45
84888,36738,77
49233,92976,34
47306,74455,61
90834,4657,39
34041,93314,66
80477,10538,63
29050,40240,93
24760,26412,37
91658,43186,66
77300,97774,27
22746,24963,64
55170,31081,74
38517,72656,96
32695,88404,85
72933,86129,58
33927,84125,5
544,3725,29
90358,75280,42
85099,49421,37
59750,74631,95
1351,70726,63
55335,84338,79
39355,27542,8
2331,82882,57
42096,70844,3
66536,25746,67
26079,62001,72
84062,82966,4
82953,93673,76
27863,43126,25
74379,83586,30
44139,12339,1
57343,88549,6
98572,40507,93
89020,38885,3
43130,37249,14
74441,38339,88
42490,41883,34
42231,15932,32
99985,91521,25
12502,96975,51
75022,82704,24
50262,91932,86
63988,9361,66
52251,43835,86
53591,77551,88
43015,25507,12
48038,84113,4
63585,44241,77
24085,87812,17
4269,52798,98
65844,70441,81
20068,5089,1
32925,67576,13
59261,19280,12
27112,793,91
28498,25891,59
74946,90420,32
3785,99671,59
9148,2359,19
47504,29119,92
81387,37062,77
61569,85238,33
98569,99097,2
7568,45924,10
37511,57709,1
89742,13166,57
54214,16394,11
54786,24374,56
7690,18730,20
37732,4765,52
9904,84404,83
56800,94993,78
73837,69514,68
95926,57983,11
28624,83191,40
8870,2553,83
58050,45542,92
3367,13713,24
75820,43144,43
55449,19630,74
70075,4600,6
4383,12133,10
81239,58272,9
98987,13143,21
4685,87703,46
96094,44324,66
62836,35854,86
73630,42497,83
28708,62242,95
9830,58938,18
29964,13553,48
16593,8352,78
11697,71562,40
34488,79290,10
54712,80750,36
16600,7895,70
93610,84286,68
25987,36392,73
18289,12848,6
29747,87377,90
12136,19750,92
23496,35974,54
27587,28957,23
64501,64841,75
44965,39641,14
87712,61487,64
4198,25592,9
31371,47284,2
1413,16288,26
1134,2997,13
7603,72820,67
46847,15141,56
39994,64463,99
54615,15036,85
29361,45067,90
79374,55198,86
96929,86661,76
6914,6341,51
82299,55751,89
45200,51183,14
58310,2457,4
1080,79612,2
5898,30322,99
53381,69478,83
95383,53917,99
8865,62105,13
63188,1946,62
32281,1144,22
12858,87627,28
39598,98878,71
81841,54079,54
46104,14185,84
39289,7455,30
80164,55083,36
69432,69076,60
82023,81483,70
20463,13615,42
82644,5324,47
91530,1636,29
35955,24662,69
60519,51255,81
5263,69082,75
18807,96940,72
5066,98458,45
96256,89314,1
98376,57263,65
77805,64399,19
70398,45969,51
82740,75888,29
12839,68665,35
35359,27228,5
57665,15564,73
39741,96581,43
3337,43736,62
66352,14959,32
33488,59897,25
53088,20406,39
27632,64219,90
93776,19840,36
42217,70471,65
11580,5744,9
71608,24190,67
81923,28703,96
58590,15499,25
37086,3309,58
77726,8486,67
36321,49430,19
38852,61306,91
11326,92543,41
55238,45016,78
24833,53022,93
54525,6148,5
70921,35499,75
1522,15464,86
65805,65491,52
61221,9486,94
57441,76338,78
55987,33085,35
66819,41202,80
22986,74953,89
73813,33905,48
1057,75143,62
47093,13783,1
19833,9875,74
881,83377,60
88594,90354,99
68999,23639,92
13783,70723,43
45110,13903,52
47582,93037,79
79909,58700,43
67119,94215,30
27219,86878,62
37685,29388,3
25898,22824,14
74077,73430,54
37854,76417,18
16203,83337,40
40577,97846,60
57537,13739,36
16338,17242,81
9747,41382,66
91155,79671,96
16912,99143,3
81443,41229,85
46633,52734,10
697,51429,91
79238,61843,16
82482,76920,25
65216,34773,51
19778,63673,49
72905,23361,86
52165,6664,28
72439,66741,92
85419,79745,48
49468,37731,78
16565,24811,4
38104,68382,29
75040,5200,96
81214,64957,95
52162,21420,26
48711,76218,36
52041,83677,13
27071,75321,69
83433,15478,57
68614,62522,11
46367,12005,89
59623,48454,21
33933,47110,7
65561,13381,82
60604,35094,64
19082,51003,83
42857,36481,51
93439,78607,92
76715,52919,83
93055,45341,73
89502,84272,25
25697,11613,75
61719,23858,76
4498,3984,84
39642,65803,36
85308,61546,18
95442,94299,85
21927,1307,89
49812,42476,30
79037,15737,59
64812,88920,35
68589,10329,25
69802,12315,83
75724,53422,16
59337,52732,63
24385,67316,70
377,98700,71
65872,52611,21
89126,38686,34
97091,14387,85
63202,89407,59
93007,56699,42
94389,29705,39
41697,83184,83
34342,43237,11
21858,85413,16
66274,82929,44
43210,76209,4
81122,98621,21
5149,73284,11
90319,91876,19
44458,10503,68
41317,34318,91
85359,99811,84
7467,22782,83
28696,79758,62
70287,42495,40
59299,14205,86
39445,76001,12
99681,55540,1
26328,98453,16
70781,10630,66
57456,22497,66
56159,45332,41
35183,726,24
24498,27616,56
9643,62855,35
1454,63497,75
26849,15598,60
27552,31423,8
62759,7982,72
17518,83379,69
46961,52685,11
16405,54326,12
1429,78174,44
5229,49900,96
3122,25723,63
44478,63173,92
39537,73939,7
68911,42182,28
6275,67741,55
18873,61552,46
20428,55281,9
60845,88359,60
82959,72017,80
50655,51578,57
57019,94755,53
17908,93614,29
32308,75958,54
29468,91714,29
85524,19204,22
16487,93435,2
97724,99797,65
65531,8754,3
74003,56203,21
91852,76792,67
50073,94958,47
88315,6853,29
39818,48641,67
11993,45772,6
5785,7863,10
78598,71741,8
97408,98479,38
2005,25483,34
64052,4950,17
83419,76863,19
49035,45914,7
73813,65763,35
13510,99737,77
93399,30358,24
52062,51318,25
96285,62196,67
46240,63161,22
14108,9708,4
3021,77593,22
71916,197,36
3276,30162,82
65852,16924,42
1115,24854,90
9565,2620,81
9469,74863,41
80678,47450,26
54690,2121,58
26296,96147,9
23069,66577,46
55322,81443,15
21014,16641,25
35679,772,74
92564,55814,89
40378,34836,41
42880,28128,45
20051,98729,59
7253,37968,42
98346,83043,56
79149,50330,42
37788,76895,47
55768,93522,35
10798,16925,48
8394,17344,35
80374,14872,1
83294,92728,53
76107,79280,18
43081,26176,75
96131,72589,55
47954,22946,54
22576,62130,91
34042,63263,92
40662,49419,15
17760,81742,42
31451,9345,64
67797,66479,95
87553,1938,82
94157,25713,48
88450,70455,94
83697,89088,71
93739,13001,41
60195,34544,77
55202,50815,91
25289,29059,16
72313,49753,74
87959,28396,86
13648,28011,87
13971,85926,20
54517,86147,58
74313,22603,36
44291,21411,36
29784,63413,58
89874,53951,79
5570,17974,33
63161,67758,51
56224,27980,54
23306,4531,50
61916,7353,89
17652,52551,55
17250,61895,51
83296,76648,99
93652,8574,71
89169,95861,34
15297,46082,87
72573,95281,78
44159,46337,5
14047,71076,43
98926,77056,94
88245,88766,25
23889,45772,79
69694,93463,49
24940,96780,56
8594,5129,34
29851,95795,53
57224,10743,92
94603,72508,37
78997,8879,37
79073,16454,12
25375,86899,33
73486,72617,51
57998,48420,84
6607,55059,49
63598,45611,73
64394,15859,82
85425,96795,58
52147,5012,40
4756,39637,80
38168,41490,34
50646,33840,87
24201,43265,10
68318,70828,89
2948,41489,31
87262,23773,59
15949,11120,63
9948,71748,73
3103,52495,8
49813,33059,82
29540,87191,72
2793,98493,64
82592,31812,64
77800,41331,85
21113,6316,57
49817,99540,46
68524,50265,28
65271,49369,41
7096,62822,65
