product_id,customer_id,rating
26474,16280,5
26767,46583,1
41640,49669,1
60350,23611,4
35008,86894,2
61919,56060,3
94639,60041,4
46309,92122,4
35767,69206,3
35424,70972,2
64251,62361,1
55575,59481,2
90882,88371,3
13938,94514,4
82822,6938,2
54272,63252,3
58263,42030,4
98252,68364,1
47852,53431,5
21371,52592,2
89651,74160,4
46697,65419,2
69942,34574,2
87050,44821,3
75666,97857,1
45564,52170,4
42358,29717,5
61919,15684,1
65366,23744,3
23298,67761,3
87728,3806,4
62038,77688,5
86667,32073,2
12866,629,1
42744,99497,3
92365,95621,4
51322,18422,3
23471,69498,2
73909,53310,2
42359,50261,5
63026,98610,5
74549,24132,2
43960,73795,4
33354,87669,5
85946,42909,2
29063,47182,1
73779,49503,5
89918,35360,1
69225,9649,4
68669,19792,5
85163,41941,4
42476,69486,5
68398,90230,5
30085,6887,4
77677,43717,5
12933,61365,1
88160,36284,4
15033,84526,5
69524,95745,5
55531,68419,5
9920,20591,3
15105,77688,2
78517,5870,4
28726,28239,2
19302,22729,2
74043,92075,3
71270,56429,3
48164,43690,4
94877,29752,3
76088,91243,1
26966,57348,2
36459,93203,4
19659,15944,1
52957,80582,1
40624,47127,4
90416,15284,4
76216,86211,5
65461,4475,4
19265,70105,3
47499,3238,2
73538,40326,5
52315,46828,4
10548,2460,5
81206,26954,4
97412,91967,1
18005,34878,3
84161,72713,4
63332,88539,1
60666,51531,1
61045,53047,5
47995,62580,4
76216,8221,1
23471,43867,2
12467,32518,3
42358,64461,1
46149,22902,1
43084,17270,4
72482,91108,4
77719,34957,1
88950,24893,3
99477,16830,1
89552,74361,5
34807,39224,3
85339,99543,4
8547,50451,3
4811,58882,5
74251,87309,1
17684,6456,2
51033,77294,3
18242,96803,3
58776,15376,4
7377,49892,5
51427,78593,3
2120,46543,5
83672,32901,5
73569,77383,1
61971,29165,5
6696,80426,1
99714,10874,4
36459,30974,3
92767,43346,2
4288,84146,4
68787,20022,4
7283,59053,2
94905,45586,5
84669,50345,4
35785,15665,2
82119,13773,2
89840,86178,3
99,69285,1
7088,99906,4
13137,99725,3
97247,80494,3
87905,96882,2
74891,18247,4
81748,55696,5
82512,24328,1
67306,7939,5
3885,54001,3
87526,40029,3
972,95410,5
10680,84816,4
65554,9740,5
50520,38533,4
98642,79303,3
62071,83657,3
96607,99828,1
46999,88508,1
91633,13640,1
81139,24438,5
15057,18408,2
91588,59833,4
6291,40029,1
56834,53743,4
97043,47027,4
35008,45684,3
26578,5397,2
10344,29821,1
1788,39477,2
72997,54486,5
18723,81325,4
30741,31261,3
99990,72560,2
53661,72495,2
14630,72352,3
13175,7939,4
48710,4723,5
86815,52019,4
13613,84871,3
52554,68018,1
59605,66308,1
27952,55078,4
15425,60663,5
42924,44476,3
18236,11349,1
67578,3238,4
42102,96923,3
73527,77701,2
32128,71747,2
68713,85937,2
74891,73981,3
66579,15665,1
54078,77015,2
18653,85660,4
13613,28174,3
84669,92347,2
78784,10995,1
77677,40489,2
64587,63159,2
87791,36037,2
83101,43188,2
38924,60970,1
70478,67450,3
11915,5348,2
70350,87639,4
36841,89737,2
7849,84493,1
79259,69797,1
5209,76114,2
11833,20079,3
12307,4046,5
44047,33062,4
16158,15022,2
12467,75842,4
59407,18130,5
41312,17424,1
6120,35398,2
12262,69202,5
48982,24560,5
67324,63950,4
79259,56591,1
55124,52471,4
17534,77264,4
44622,59755,5
18609,66499,1
59310,31916,3
30937,38035,1
31495,88369,3
48922,83657,4
303,96316,1
53974,75693,4
43084,42522,5
75424,84871,5
56344,15022,1
84555,49697,4
55531,7953,5
14612,15944,5
21262,65353,5
20132,85553,1
70817,69734,1
9847,22517,5
54272,77548,1
40288,39734,4
25568,76385,2
49581,47182,2
37148,96419,1
54905,96566,4
35278,20620,1
19412,71760,5
96111,29165,2
24350,19993,4
35128,10469,4
39338,49075,5
69639,30731,4
24363,52992,4
97247,80947,4
26474,69205,2
43644,25255,1
47047,22185,5
70210,41158,2
33405,36742,1
34207,12277,1
51023,22937,2
6291,3759,3
84166,69806,3
53615,32595,4
19146,40634,2
8733,61572,2
18086,12915,4
24357,43808,1
2723,4704,3
43115,83747,1
81394,73471,5
62914,67251,5
21676,3361,5
53639,69797,4
2247,16725,1
21647,57599,5
72997,8143,1
38644,69037,4
26116,65535,3
88920,95621,3
38924,20022,1
55442,2460,1
54811,72883,1
48263,32901,5
90644,78834,1
75733,42877,3
11915,17130,1
3932,87309,2
70478,97028,2
14646,70625,5
23298,71949,3
66024,60522,5
69225,27779,4
90787,62361,3
87595,31872,4
80184,96419,5
27415,16836,4
26744,56939,3
23476,28886,1
26116,81565,1
49522,17185,2
41469,55812,4
21315,27364,1
39712,33484,4
7377,36073,2
34807,60239,4
99629,16627,1
40384,2286,3
92767,92078,5
92487,22627,5
34496,71531,1
49154,22826,1
3176,66834,2
79419,23752,5
1117,47182,4
40977,64350,3
49672,29165,4
4112,1189,5
29745,96189,2
59605,71605,4
92299,16710,5
84166,80494,5
68965,1399,3
44735,24121,2
37764,85261,1
94964,31981,3
16620,64230,2
34377,18706,2
62446,15827,1
53930,6760,4
36718,64694,5
73803,65544,5
66215,15284,1
42803,17979,5
35606,84630,2
40288,46270,3
17312,64314,5
93567,60569,2
33713,25811,2
16150,73795,3
28644,27105,2
1117,25590,5
54302,10151,3
75873,87311,5
71434,3387,5
13175,86406,2
43518,74246,2
54905,43324,5
57421,52941,4
27232,858,1
40977,56467,2
30890,9968,2
22545,18152,1
44578,69611,1
59703,55065,5
91664,31994,2
95010,85519,3
87089,35356,4
34782,6268,2
88266,47114,2
86815,60961,1
89564,23264,3
85171,61416,2
90114,99477,2
29983,68970,1
21486,68600,3
78966,72446,3
11446,70105,4
9645,7536,5
69514,61298,4
2120,55236,1
95002,76114,3
74431,22867,4
41840,66031,5
72320,752,2
16870,89108,2
88545,16166,3
35542,37019,4
96330,19860,2
91136,59131,5
44794,43867,3
55531,53142,2
25065,23165,5
78559,61298,3
13175,66234,2
68476,10766,5
82915,6268,1
96818,5948,5
12392,90751,1
47657,64473,3
38633,11571,4
98239,11433,2
20489,52971,1
80326,71467,2
74017,61607,3
72963,95769,2
39175,18508,2
66052,33076,5
64124,99325,2
29587,32973,5
29808,44577,2
9460,63126,1
48896,74212,2
5965,69675,3
18282,72985,2
72726,58748,1
59703,16725,4
13479,81252,4
87856,39651,3
18653,72068,5
5990,57599,4
70525,99441,3
96488,97578,2
87166,50,2
39552,93549,4
4133,21066,1
16473,35736,2
63118,61677,2
12270,41012,1
78892,33076,1
18282,96316,1
90882,48730,4
22198,18408,2
82402,63170,5
28319,68029,5
2723,18977,2
94927,97298,1
97043,62402,1
4081,86548,1
3418,87151,1
99713,20591,4
80264,6760,2
27331,59906,5
81065,77011,3
19302,13904,5
48896,87311,3
30823,4685,4
39629,47027,4
82315,44214,4
12845,23701,4
65909,87151,1
97294,69328,1
75101,39074,2
78559,10469,1
68787,61132,2
10071,28477,1
44301,37752,1
73538,48730,2
46011,38727,4
1250,22443,5
16158,20079,1
29442,87487,1
13462,42909,2
88000,4780,2
92436,19460,2
90768,77701,3
24595,1154,4
93449,85081,4
1721,36943,2
95570,38058,3
62982,95948,4
50979,82042,2
15728,1990,1
89063,52489,5
33552,32595,2
1957,21239,3
71119,6887,5
59367,64473,1
15924,63413,4
37436,18630,4
34746,55812,1
74678,11139,4
1788,31994,3
18194,46694,2
1710,63413,1
83686,10293,2
1330,31981,3
93738,96713,1
86696,23250,4
23849,73786,5
29587,64620,3
86521,78834,1
17684,69202,5
58263,22068,5
5266,97681,1
67389,93456,2
69917,93540,4
38294,87871,2
67508,63773,1
35965,24837,3
22864,66530,2
59310,7705,2
15425,23103,4
14012,14686,2
53471,62744,1
85946,35750,1
52463,69486,3
13137,53805,5
52738,61567,3
48266,9258,2
82343,13904,2
89830,19675,5
89564,37019,3
15228,53743,1
79025,59828,3
58828,19611,2
18775,77383,2
26331,82105,5
93454,84079,2
39338,18508,4
69418,77015,5
8473,88193,2
78908,10917,3
73803,5397,4
3924,13681,4
90856,58718,3
54852,40357,5
97294,57265,2
43115,46543,2
82629,81565,2
92602,44539,2
54301,42872,5
27981,47308,1
23298,95769,4
8658,8313,1
62446,69498,3
70210,4780,3
99495,53142,1
27375,22948,3
53927,16945,1
485,27119,4
22074,57706,2
50520,85663,5
72228,20116,2
53640,86129,1
13129,71122,1
82051,44539,4
25077,6760,3
52778,57850,5
40016,45636,3
27998,69413,5
72726,30001,5
5171,43374,4
17684,5655,5
40076,31872,1
34684,79804,1
89825,40140,4
33735,31630,5
9006,77015,5
28441,27852,4
83288,16830,1
69917,28402,2
99963,19973,2
74342,22937,3
35361,82289,5
87742,75746,5
8660,46394,1
63661,79582,5
89918,56148,2
19173,33062,4
5880,90395,4
88752,42872,1
20668,42872,5
30251,73764,1
31177,77869,1
51845,31851,5
54100,65650,3
35361,43224,2
40288,74761,4
18995,89737,4
614,92892,1
60350,83182,4
39320,99906,1
27359,18130,4
94121,29564,2
96127,44674,5
60038,62964,4
18086,22153,2
1352,3277,4
16460,65076,4
38947,62335,5
15821,63950,5
28644,77160,5
54811,99457,4
5965,62465,2
1352,87663,4
63079,13705,5
35159,45578,1
59605,79080,1
7905,39762,2
71023,66159,5
95640,78764,1
51572,7939,2
18609,49697,5
15342,73803,4
94545,83825,1
86696,14906,4
52364,76051,1
83288,20088,3
73740,64694,2
70276,27704,2
62941,84465,2
35008,34566,4
56166,88193,2
32266,38799,5
95689,41648,1
81206,24328,2
63,11713,2
14071,96880,1
15057,73308,3
67306,20382,1
614,67031,2
44622,9117,3
10490,22937,4
31987,93052,2
47002,93456,4
95473,71267,2
23060,661,3
10699,1924,4
17514,44674,5
73538,35372,1
19146,73034,2
87905,46828,3
5519,42030,1
49243,10130,1
86464,31565,2
27093,21732,3
69087,39728,3
54032,42275,1
84166,4929,3
68487,61919,1
80390,17716,3
94073,15684,1
54078,46615,1
45246,47114,2
74251,88371,2
5336,12915,2
22198,15761,2
5990,77103,4
42358,44088,2
43272,38173,2
87980,53519,5
82822,10707,1
15723,9954,2
85946,79582,2
94927,46697,4
67380,62517,1
16666,69037,5
9727,64160,3
89063,63950,4
18646,72930,1
83511,22187,5
24233,96908,3
55273,86406,5
23268,78715,3
87728,97908,3
41282,80472,5
85048,2846,3
61987,33441,5
20139,6938,2
32075,56148,2
49189,40378,3
47002,93940,1
43115,18517,4
58386,93052,3
57933,85081,4
27415,91340,4
9381,62835,2
30358,65539,4
30874,15046,5
83999,83371,2
36333,19335,3
55575,87414,4
74380,81728,2
13383,86548,1
72872,15827,4
73353,20945,1
87087,79794,1
95018,72446,3
43272,92714,2
94964,60970,5
57838,49401,5
2568,31736,2
44485,98839,1
11833,46244,2
61345,64954,4
97404,20945,2
5652,19460,4
6291,23752,1
85954,61298,4
98670,13837,1
71119,78464,2
72872,4291,5
67802,16458,1
4151,13616,2
5075,9451,3
71178,20663,1
33354,2820,4
75670,92347,1
28387,30731,5
36019,14730,4
43705,20580,3
40707,27302,2
49922,35011,3
86332,10995,2
63079,75211,4
28504,71434,5
30154,69917,5
68621,97517,5
58828,91294,1
23060,13837,4
18775,22902,2
7849,46697,4
50532,51772,2
28048,96566,5
96443,58275,5
60741,71928,1
21480,38727,5
71467,83102,3
94964,31723,1
80326,84526,5
67839,39670,2
3989,73059,3
36092,16896,3
80934,20079,4
88363,9846,1
13383,86894,4
32363,74855,3
87142,21198,3
21262,51191,2
13539,4685,5
20508,37681,1
18240,49281,4
28234,84750,2
69458,58245,1
92075,47814,5
75417,35692,5
41215,48504,2
6414,66718,3
95689,8580,2
27934,59941,2
9797,66442,2
68999,16458,1
49145,73747,2
96168,31981,3
87900,44848,4
2337,36603,1
58845,49526,4
24363,36943,4
44783,56888,3
64307,21370,5
30358,79303,2
85954,15553,2
43272,88315,2
91567,63722,2
27998,50375,4
43618,31197,5
53640,69613,3
76088,11139,2
88260,62595,2
69290,9693,5
264,59365,4
4021,13899,2
64071,95103,1
71853,48313,2
26222,77548,2
40016,22653,2
41298,21675,2
75897,12223,4
82915,35705,4
69458,49697,1
27375,55236,2
83288,13705,3
83288,96541,2
55530,42872,1
33995,18130,2
22059,22653,4
43146,23657,2
82822,7664,5
62071,10465,2
11026,38466,2
76599,40422,4
32480,53118,3
79906,72895,3
72207,4902,4
96191,82322,2
40580,59469,3
17823,52406,5
80184,90230,4
53974,21939,1
69988,89737,2
78368,35398,5
47020,95406,1
55575,8590,3
25066,30001,4
67761,49537,4
69639,19675,1
10054,25907,5
1462,24248,2
67831,92590,2
70175,86129,5
13462,21342,5
5051,55234,3
29063,48003,2
29045,414,3
37316,66165,3
28859,6938,2
34216,62858,4
86054,59755,3
16721,55384,1
71434,16983,5
94323,64417,2
14968,75798,2
67137,90259,4
78649,44361,1
82402,70100,4
74516,99809,5
82119,10615,2
11755,73955,3
82029,63281,1
38924,97807,3
60741,50261,3
18597,18478,5
77677,16627,1
3715,2765,2
4288,85025,4
49145,86101,5
17514,4046,4
10795,84146,3
33995,98736,4
78517,99358,1
48263,57080,2
39788,43324,4
99747,97946,3
68864,11139,5
4713,42901,4
58703,99790,4
14199,51549,1
4168,59365,4
12879,48352,3
93611,62941,1
9298,1352,4
31177,858,1
36743,39224,3
95010,97857,5
10071,23735,5
8658,98468,1
44301,14936,2
64536,16836,4
98836,1352,3
78693,93302,1
6708,34074,1
44735,42909,3
48056,54384,4
43073,48185,1
16620,76856,5
29102,55384,4
3752,88315,1
2337,74765,1
36025,73764,2
57808,67171,3
67442,74605,4
82600,95745,4
65505,74605,2
18101,18962,5
71178,78947,1
73538,94786,4
33405,2257,3
48392,56668,3
61987,39850,5
42803,15358,4
22709,97681,1
99378,37054,4
12384,15027,3
38154,49085,1
60040,69222,3
9645,69797,5
63118,15502,3
71897,82105,5
57439,26947,2
81675,84861,1
7609,17185,3
78892,13050,5
10071,43284,4
68487,51112,5
88812,53805,5
13011,96545,2
10490,85826,4
48332,14886,4
82254,44299,2
29794,79582,1
43705,35915,2
70210,47664,5
66181,15761,3
61692,61016,5
80565,60094,3
99398,44020,1
18764,28239,4
9727,4893,2
70276,77383,1
70210,16458,5
21486,73795,5
85038,28390,5
98219,37572,4
92487,15376,2
68943,39762,3
59546,94613,2
37436,14484,3
77468,96796,2
14182,5144,1
95044,61313,3
93454,57067,4
70255,22741,1
29808,97217,2
80565,93959,2
95044,1284,5
54419,67031,1
57838,60239,4
36019,76289,4
30874,77439,1
34903,30258,3
17469,93302,3
50521,71859,1
2067,35398,5
45053,61567,1
70345,55299,4
39971,43188,1
75512,2138,5
3176,42909,5
85682,20382,1
59008,40326,1
92271,23701,5
9428,96609,4
12307,36467,3
67761,62335,4
41408,75353,5
71485,50262,3
4455,9180,1
24786,63773,5
69432,39784,1
3932,53142,3
81397,86548,4
13679,80630,3
78793,16830,5
36333,73059,3
87892,71618,3
20153,10245,1
32363,79206,3
90890,97459,1
43840,31994,5
33735,9519,2
64222,97544,2
71600,46583,2
41298,21239,3
58845,20155,4
67839,37019,1
84226,91577,2
23900,50375,3
19536,53316,1
94858,43808,2
37201,87663,3
52793,71691,5
86092,71109,4
18597,60961,1
78306,37521,5
49128,84659,5
99990,82568,4
54710,68029,4
46309,98113,3
4143,41684,2
35424,62595,2
32877,48506,5
46019,83050,4
5336,93549,1
14012,15533,2
65623,45190,5
65342,86894,4
32128,65393,4
56650,83155,3
40707,24075,4
4021,77915,5
6420,37791,3
18384,99678,3
92148,39547,3
78157,82465,1
71726,92377,2
78872,44821,3
4168,59131,5
41215,5423,2
62338,7067,5
48982,39762,1
553,40889,1
33354,37791,4
85171,80494,3
97506,79996,1
52807,51396,5
9653,69563,3
87286,20116,2
70619,89360,1
18775,79595,2
72402,16458,3
67380,9180,5
84555,93052,1
97849,54001,1
26331,59365,3
62071,23398,3
65592,39018,3
6898,10130,5
10529,11153,4
85954,87784,4
49243,93702,5
2124,87203,2
22988,57228,2
63146,43426,1
62927,77688,5
71506,78116,3
84555,27448,3
2141,92864,4
68711,84493,1
92072,96923,4
34415,52904,5
73163,12223,2
14127,57149,1
14536,79968,2
28847,59131,2
658,84816,4
88000,27656,2
23493,18270,4
87166,75299,3
94323,65038,5
19412,22948,4
38332,64350,3
75514,27003,4
80010,82105,4
77719,96252,4
70563,88550,3
32519,48078,3
73740,28477,2
61730,57930,4
16903,92075,5
78157,94995,5
33039,16439,1
84510,78961,1
72811,19213,1
14161,91214,3
39337,36073,4
2386,50261,3
26661,69498,1
77276,47196,3
27409,51906,2
32536,61396,3
17895,6760,3
40384,18508,1
33713,47156,2
55575,53425,3
20668,40422,4
22074,13837,1
31685,19849,3
82343,4704,5
15197,15376,3
62887,82068,5
38924,91238,5
10054,21342,3
71467,23398,5
50551,22185,2
38985,69289,3
23174,22854,4
26798,69675,3
98642,52017,5
15348,75226,4
54419,56888,4
55392,82105,3
79967,91910,4
90768,67031,1
10548,88315,4
93546,17405,3
6697,36777,2
15723,71018,4
99687,98610,4
44102,2608,4
31911,39020,1
31495,48185,5
50336,30587,3
99753,27246,1
15117,20382,4
18101,48313,4
17700,47482,2
42640,45570,5
3306,95247,5
97291,84750,2
84665,94289,5
70817,65562,1
40624,38058,2
47847,38035,4
43314,24634,1
31177,42909,2
34684,3508,1
28922,11406,1
92478,10299,2
4332,93702,3
12472,11560,4
97849,5285,4
12770,31653,1
47211,36943,5
70525,22741,3
28313,43090,2
99753,53552,4
19580,60569,2
81709,3194,5
25065,30258,4
1117,55812,5
83974,7129,5
65909,56924,2
68713,86025,3
7679,52769,4
17926,60569,4
96127,56467,1
4081,23810,2
5798,61363,2
47020,39563,5
68335,65076,1
84166,13681,5
10336,47773,5
98670,386,2
23060,55172,2
82315,64620,4
60038,81728,4
93997,64417,3
39629,81096,3
63199,54297,3
95284,77160,2
66477,65544,1
39320,73764,1
71673,86872,3
9381,11727,3
15728,22443,1
7455,23315,2
70216,72713,5
96341,5606,4
97043,74270,2
18669,54159,3
33354,66234,2
7075,64661,4
21006,68029,4
44102,27779,2
77856,16149,2
95002,62967,5
91157,36742,1
58478,47027,1
62927,6268,4
74043,91317,4
46493,64407,1
26222,87360,4
62446,97544,4
28504,11727,4
40330,23165,3
62941,1124,4
6291,19408,2
15020,84300,1
75332,4142,2
49922,82049,3
10092,12725,2
77446,77400,5
82512,63170,5
55396,97950,5
22744,50328,5
44410,92531,5
70911,46270,5
62106,86474,3
71178,50451,5
46395,64254,4
83483,85553,2
16078,60447,4
34450,94649,4
97506,38915,5
74399,53658,4
26798,63215,3
63146,53316,4
97103,95621,3
69615,31635,1
8831,79968,4
5171,85519,3
14285,90153,5
51084,86129,3
2507,79352,5
33552,4142,3
60666,94962,4
8392,99441,3
96443,9217,4
73740,20088,4
49128,4876,5
95397,12915,2
94675,62417,4
39175,93721,5
41814,21168,3
9298,54484,2
13426,24248,1
99571,63281,1
3715,73221,2
5226,7144,5
61112,18478,1
25149,87152,1
18101,80757,1
28305,65393,2
92148,42981,1
6562,21066,4
56503,93549,4
53615,35370,1
53243,84276,2
74967,17716,3
47914,47873,5
42268,89108,4
26116,48168,5
73569,44476,4
20806,71012,1
76165,21597,3
99850,7536,3
65623,69675,5
13129,87850,1
91683,60339,4
87474,59869,1
5519,46828,2
88946,90456,5
54419,56429,2
4115,49078,3
99990,34074,1
87526,96252,5
96341,82289,3
10887,42872,5
35348,56334,5
83101,67181,3
90114,65457,3
33742,99145,1
47085,75788,4
25579,42900,2
35872,73256,4
80707,32973,5
7008,87847,4
8983,50,2
11755,95298,4
25196,84750,3
60201,15488,2
91842,74270,2
52503,32973,5
2120,77994,2
55368,96803,3
19146,75299,4
41876,2240,2
3177,39018,2
90416,83147,2
92308,41227,4
65461,69222,2
76459,59053,1
68713,94290,4
33735,19934,5
78057,94962,3
71150,31261,3
5061,84825,2
54302,7351,4
56698,596,4
43960,66308,2
13426,74845,3
66477,20591,2
99687,70052,3
28109,71434,1
41408,97946,4
38644,35360,2
66475,16755,5
5317,62230,4
67831,82979,2
55124,11837,5
38332,98253,5
92738,41250,2
87853,31085,3
95002,20482,3
8439,24560,1
15073,42608,4
55400,47047,5
27331,28402,1
78793,43426,2
21644,23956,2
75417,39728,2
55530,9968,1
96735,98643,5
91964,90151,3
74165,80144,3
42878,75885,3
27409,85314,1
92860,94053,4
71506,26364,5
35872,58272,3
75733,29256,5
13175,62361,1
43381,84630,2
26544,44414,3
68965,65650,1
444,36410,4
47050,18061,3
37604,41684,3
6877,67824,1
24350,18706,2
25196,2921,4
32179,94786,3
87181,20382,4
62106,76739,4
79693,81151,1
62914,96803,5
60736,22653,1
7793,58734,4
71696,66718,2
75519,98644,3
92110,33870,4
72344,96189,1
63523,57930,4
26116,87847,2
70255,87487,5
51075,82298,2
90177,69149,1
72344,84465,5
28922,39344,2
74549,91108,3
32179,70493,3
68669,48730,2
51427,20576,3
84535,2460,4
31929,65601,1
56834,57149,4
5746,9546,5
25276,73795,4
19638,47814,1
98836,99477,3
28922,75585,5
13699,65539,2
61987,73253,2
71853,18977,5
34415,62038,4
73985,97544,1
10091,74761,1
43960,29130,4
81404,4591,1
4912,86779,5
78559,70589,1
47020,44328,2
27981,23376,1
80214,69891,2
18652,47482,2
39338,81898,5
86332,80630,4
88166,41158,4
444,23810,5
4343,67256,1
76200,60239,3
92148,8221,4
72402,75101,5
5209,13387,5
43073,14615,3
84202,20576,2
49962,39916,1
3200,80643,1
10336,79968,5
11026,64236,4
45564,57850,2
50238,79968,1
67817,8507,1
21262,77688,5
61692,73308,4
53243,73836,4
64366,23684,4
35785,35959,2
47565,44674,3
52778,2356,3
43084,52019,2
21315,87722,4
6711,83999,2
19638,35398,1
13699,8729,2
52364,44821,2
10091,53310,5
99363,84526,4
37328,11406,3
9464,84816,2
97291,16340,5
63079,51280,1
8974,17130,5
36019,38830,4
37316,69806,1
57808,45745,5
99571,65419,3
81635,66547,2
5051,86894,3
64544,87871,1
45564,49435,1
49962,85937,1
52072,47182,2
83420,10837,5
49470,4178,1
6120,41941,2
95476,20620,3
