ID,customer_id,date,hour
26664,87060,2017-12-15,18
2964,72931,2012-07-30,19
37569,79713,2020-11-21,14
24908,85710,2019-10-17,22
38264,69481,2011-09-02,15
15316,38212,2016-07-24,20
56697,33380,2013-02-02,18
10905,5093,2020-09-12,16
64292,67889,2019-10-15,9
67539,66230,2019-10-12,2
91218,51514,2020-05-27,8
42360,61730,2013-05-04,5
26251,87076,2010-02-15,20
84715,20818,2018-03-13,9
78651,74474,2018-02-20,0
9404,44984,2019-10-28,11
28637,11744,2017-07-17,14
30269,19859,2012-11-28,20
91377,49812,2018-04-06,7
17252,48509,2019-09-01,5
79552,47622,2017-07-14,19
19925,37676,2015-06-14,5
69335,97821,2012-10-18,17
54001,76069,2010-09-16,1
36449,84016,2014-06-26,1
58149,32542,2011-04-20,21
77078,65514,2020-04-29,22
51013,54012,2013-08-26,3
51784,76875,2016-06-01,9
11636,31136,2018-02-01,2
19209,9785,2017-10-13,2
12246,83097,2020-10-28,3
43527,74846,2014-07-13,20
83376,88721,2020-11-01,9
81176,11827,2017-03-22,23
19397,76836,2019-09-16,19
86572,42286,2015-05-20,3
84448,46574,2020-08-01,22
23599,15488,2020-02-23,12
31299,71249,2017-11-22,22
63439,44952,2019-12-16,3
46896,57386,2017-10-29,23
73706,89048,2014-08-26,21
44337,90044,2018-08-13,14
83036,92012,2016-11-16,14
13698,40228,2010-10-02,6
2556,43274,2019-09-07,23
1837,46134,2019-08-04,13
47610,51622,2018-12-11,5
26515,41909,2019-02-28,3
48444,43256,2013-02-10,15
74500,49050,2015-08-05,0
44725,52275,2012-04-02,20
69106,58631,2014-04-06,15
50827,32464,2013-01-06,13
62756,65806,2010-06-05,4
30876,47617,2010-09-16,9
56758,39535,2012-04-11,2
68567,11681,2012-02-24,8
65079,67350,2018-12-14,8
70331,48559,2016-09-26,1
28959,90550,2018-06-29,16
90421,45576,2015-04-03,4
42928,75688,2017-08-31,0
67373,10280,2010-02-25,23
57668,42582,2010-08-26,23
74334,64762,2016-05-16,1
97239,71314,2010-11-26,21
94870,70666,2018-09-30,11
92197,57193,2012-02-07,19
85683,74500,2017-12-12,13
95801,99131,2010-08-12,22
73412,98268,2013-03-14,18
97202,31761,2020-05-08,5
58585,64858,2017-12-05,19
55208,92947,2015-05-03,3
64106,27066,2015-12-10,9
75763,51497,2014-04-12,17
47900,62729,2011-11-14,2
37217,93656,2012-07-16,19
73106,57346,2020-03-28,14
65271,32560,2013-05-21,19
41290,88901,2019-04-02,11
92952,73415,2015-11-02,21
68745,34076,2018-02-12,8
94913,83871,2010-12-29,16
11971,94123,2015-04-09,13
1282,38471,2020-10-22,5
25956,56205,2020-04-08,23
23000,5371,2017-11-15,5
58580,23972,2014-12-18,14
20939,14492,2011-06-25,21
80892,39786,2016-07-06,11
94219,79073,2013-07-13,13
25286,33368,2017-07-27,1
82101,31659,2010-03-20,0
70041,32473,2012-02-02,13
40085,11651,2014-03-11,2
60550,32095,2016-09-11,12
23442,81197,2011-01-12,15
71835,29099,2018-02-03,13
19703,534,2014-11-04,18
2810,45321,2019-09-12,4
63961,65692,2018-01-15,7
66562,23883,2015-09-12,1
56398,94374,2014-11-22,15
69932,66885,2018-12-26,21
4849,79286,2011-12-25,16
79623,98642,2013-05-09,17
27518,37825,2012-11-26,1
59596,4475,2019-10-22,10
90747,11934,2017-06-22,2
87572,4313,2010-05-22,20
72946,35502,2011-05-10,12
72538,87490,2014-06-13,21
94677,9142,2019-06-03,14
47685,95800,2010-01-08,11
43592,54755,2020-11-23,17
85544,60966,2016-02-03,8
34338,29990,2017-06-20,15
34937,45130,2019-04-14,19
60346,34656,2011-11-11,16
30467,81492,2018-02-14,23
45020,81622,2016-11-15,6
7837,70352,2013-05-30,22
39416,3838,2011-07-20,18
23898,97944,2011-09-30,0
35174,51550,2014-06-19,15
37100,69892,2018-01-03,9
99932,1939,2014-12-20,14
43483,1073,2011-12-06,20
22081,35435,2020-12-17,3
31,7306,2010-07-12,6
90530,94638,2015-05-16,16
78421,8340,2019-05-22,0
68527,37853,2018-10-12,0
49614,50924,2010-04-23,7
33029,86565,2014-10-11,2
99089,59862,2016-02-20,4
36733,87865,2015-11-13,2
17163,31372,2020-03-22,19
13083,41715,2014-01-23,4
25278,56690,2018-09-25,16
30172,31831,2019-06-17,10
76266,29724,2016-11-25,7
21089,23966,2016-07-22,9
44029,57660,2015-06-23,20
80154,54878,2016-01-22,19
69077,28593,2016-12-28,8
44438,19074,2012-06-02,8
83854,56802,2013-10-17,23
19748,52729,2014-02-24,15
69883,70676,2020-03-15,10
8340,10159,2013-11-22,15
95398,77287,2010-05-30,16
1193,4002,2015-07-01,20
90379,95503,2017-04-22,2
48999,17336,2020-11-04,8
45084,479,2019-03-07,5
93712,4349,2020-05-20,9
98775,35020,2011-11-29,1
38136,64898,2013-08-09,10
76245,62621,2020-06-30,23
548,57787,2012-02-06,8
29386,47812,2015-08-23,10
94722,90876,2016-01-27,11
36534,1432,2011-09-09,20
61895,22596,2011-10-10,17
23175,34562,2018-08-07,15
52928,22290,2019-11-22,0
89290,8882,2017-06-07,7
24531,53318,2010-10-19,9
5019,90221,2014-10-05,5
3836,37421,2017-10-11,7
54421,57862,2019-11-03,4
5703,9898,2014-06-25,8
85696,61273,2016-08-05,19
20485,86412,2012-09-14,6
79693,29156,2015-06-21,23
73341,40053,2011-10-05,11
32853,12853,2020-07-10,17
99130,38836,2019-03-26,5
12217,76808,2013-10-17,4
97018,33223,2013-04-20,10
41731,79103,2014-08-22,1
82339,59994,2010-04-05,9
64433,16218,2011-08-04,16
89138,39724,2011-07-11,14
75177,38121,2020-09-14,17
41579,27453,2016-02-26,0
21684,27326,2013-12-16,6
54222,19906,2011-01-22,3
37718,40178,2019-05-08,3
1379,81019,2012-05-03,11
90009,81286,2020-02-24,8
46947,32184,2016-03-30,5
77605,97761,2011-07-29,3
85002,43817,2014-02-13,14
87590,55278,2020-06-17,20
47732,91933,2015-01-19,3
22994,14293,2012-10-14,8
91082,27401,2014-02-17,7
25031,62491,2017-01-15,20
90547,15,2014-09-21,1
81801,3692,2013-07-03,2
30214,71239,2018-07-03,16
92510,1204,2019-12-15,21
71486,85858,2014-11-29,16
30380,55156,2020-08-16,18
13946,42745,2020-10-05,4
67028,48531,2016-12-19,13
78975,81034,2012-10-27,22
32142,34273,2013-10-03,5
74720,16272,2011-09-26,7
60660,13829,2017-10-20,4
84552,11304,2013-12-13,6
39195,42194,2010-01-07,4
76321,17212,2017-05-22,9
44998,98654,2012-05-12,12
69171,96833,2011-01-18,21
40785,79696,2013-07-12,3
43803,45642,2011-07-09,1
96402,1929,2018-01-15,17
19988,17311,2014-08-10,20
37504,65199,2012-10-29,23
13458,61885,2012-08-09,3
22361,53805,2010-03-27,21
17462,74427,2019-04-22,9
90349,51428,2016-05-18,22
66119,23832,2010-12-23,23
82822,99126,2016-07-23,9
28120,93490,2013-02-25,23
54497,7804,2010-09-01,21
19839,77368,2017-02-16,8
8684,34575,2018-07-01,9
32814,20335,2020-03-19,3
28123,83284,2011-07-14,4
56391,32955,2015-07-16,13
69314,55210,2014-12-05,2
88022,61774,2014-04-11,15
54549,24990,2012-05-29,16
10193,11367,2011-01-23,6
85015,29661,2020-01-16,5
13837,768,2011-11-02,5
6889,64347,2012-10-31,5
53778,3645,2019-04-23,4
54803,85229,2019-12-29,6
59130,41361,2017-04-27,0
1551,69174,2018-11-30,18
86125,82177,2011-11-27,9
34401,8093,2010-09-11,23
68119,86089,2019-07-30,20
87886,63531,2012-03-19,16
37155,28291,2018-06-19,8
96477,31036,2016-01-30,17
40854,98806,2012-05-31,3
56337,31584,2010-12-11,23
10873,86447,2014-01-17,4
98352,33982,2014-04-30,0
244,14291,2012-08-10,23
99560,78502,2018-08-26,19
22681,56332,2011-09-11,17
68381,74522,2011-03-14,19
65013,37399,2014-03-30,9
10940,2163,2018-07-05,4
4288,10956,2018-04-07,23
47824,40354,2012-02-18,13
25196,96504,2013-04-18,11
54535,25743,2018-07-13,9
10268,49447,2015-09-12,9
5469,17222,2011-03-30,23
55909,27766,2019-11-26,6
21922,68738,2018-09-23,3
99323,18683,2019-08-12,23
11963,19939,2020-05-29,20
37082,76708,2012-03-02,2
30024,45531,2018-02-04,8
58414,11917,2011-02-09,19
8839,96598,2020-04-06,7
49396,59197,2012-04-15,7
15215,89236,2012-01-21,0
91406,17962,2012-05-28,14
66864,31012,2012-08-05,13
84668,84285,2011-05-10,9
86922,67560,2012-08-23,21
47594,70452,2011-10-07,20
97360,74551,2015-05-21,4
62300,46418,2010-07-28,0
47200,81196,2011-04-13,14
21990,70882,2020-08-20,12
89769,1030,2011-03-14,18
95408,89895,2016-04-22,1
19604,65906,2015-03-07,8
65836,84850,2014-01-21,1
54599,30983,2015-01-13,11
81802,86512,2010-04-06,6
91358,66699,2011-08-09,1
99513,52061,2011-07-10,9
94837,18967,2016-08-19,12
91915,47627,2012-09-29,5
12379,41524,2020-12-22,23
19683,27891,2016-09-14,11
55958,57645,2010-01-27,1
33504,14304,2012-04-09,2
34908,14857,2010-08-10,22
60920,30965,2015-12-25,13
67428,27620,2013-12-26,21
37951,75787,2013-09-05,3
66272,58285,2017-03-08,10
98626,41153,2018-02-22,2
72971,91042,2016-09-09,9
40234,64451,2011-01-05,19
93280,36299,2014-01-01,13
62106,66704,2017-05-06,17
46658,325,2017-12-05,11
21974,1278,2019-10-10,8
28500,83547,2017-02-16,6
79480,98316,2020-04-01,16
70744,11138,2018-05-05,2
10055,89012,2017-11-19,7
43260,23597,2018-03-11,17
51139,36421,2020-05-10,8
20379,66851,2011-03-22,9
1776,32034,2014-03-29,5
53626,76892,2019-01-11,3
26736,81043,2011-10-05,16
74979,40535,2014-10-28,21
46033,79711,2020-04-12,3
36393,58602,2018-07-16,13
68356,18602,2015-04-17,23
14417,43259,2020-08-11,12
92996,82896,2012-12-30,11
32324,89340,2015-03-10,16
8143,76343,2016-07-02,11
94989,75567,2020-05-22,10
54218,52088,2010-11-05,0
29617,90812,2010-04-18,0
66817,92493,2010-06-16,23
14537,44074,2011-09-24,0
34394,54566,2012-03-03,23
41605,86623,2016-04-01,18
9369,78329,2020-10-25,11
73629,88479,2018-10-05,20
88535,31979,2010-06-20,5
28440,68811,2020-01-27,4
79993,91682,2019-10-05,15
71582,93184,2017-03-13,2
36999,73620,2011-06-12,21
42056,37309,2010-06-02,8
9757,10670,2010-11-29,2
88620,57356,2012-09-20,1
71608,30591,2014-10-01,10
14336,79509,2019-07-16,9
9096,77979,2017-03-09,5
49167,78463,2010-07-08,7
76504,46235,2017-10-30,18
94522,48191,2010-04-23,23
48536,53072,2015-02-19,21
31959,75820,2015-01-06,8
88945,11689,2010-03-07,21
84238,38631,2020-09-18,6
90855,61579,2016-07-04,15
50932,34096,2015-12-31,7
86001,55572,2016-05-28,8
19462,31801,2019-05-28,4
22827,2553,2010-04-09,23
85616,74221,2019-05-27,4
82215,86345,2015-08-05,15
39926,387,2011-02-03,21
2650,23389,2010-06-20,11
97348,18932,2020-05-28,9
4658,32665,2012-05-26,7
25810,99011,2015-11-03,0
91935,11950,2015-01-23,7
61839,75467,2017-10-10,16
5678,39526,2012-09-17,15
63012,84107,2017-04-06,7
2741,30100,2013-10-25,0
20257,47422,2011-05-22,19
85597,30268,2019-06-29,14
43988,25420,2010-09-19,11
32321,52692,2010-05-01,6
50607,60726,2010-06-14,6
9630,8217,2020-01-15,2
33244,77280,2013-03-07,21
20051,2742,2020-06-30,3
59581,56535,2020-08-06,0
23621,73606,2016-11-06,9
58064,5116,2010-10-06,23
80155,18362,2014-11-09,13
18413,74509,2020-08-25,0
3273,77305,2015-05-22,1
61672,34916,2010-05-14,8
43619,53636,2020-09-21,10
33660,56473,2016-12-25,22
31325,48019,2020-09-11,12
46585,66144,2016-02-24,3
2312,44630,2019-08-15,3
74604,16903,2013-02-14,3
43981,44617,2012-12-15,8
80240,66252,2010-12-22,7
23779,70289,2010-02-11,10
86764,19135,2013-02-14,19
81953,35145,2013-03-30,11
35465,61101,2015-10-21,7
14214,39849,2016-12-19,22
14547,60566,2017-09-27,12
3055,10403,2019-04-01,5
71772,77844,2012-01-16,12
53964,20557,2020-01-26,19
21710,68727,2020-06-04,19
90358,49702,2011-09-03,16
79773,48754,2019-05-28,8
66152,60693,2020-05-06,5
27638,83102,2017-12-27,11
1806,42728,2013-08-18,21
83588,76572,2017-07-08,3
67771,69010,2019-05-10,2
985,13421,2013-09-14,7
19774,3570,2011-02-26,23
14934,54957,2013-01-10,12
96797,83652,2012-12-06,3
88792,61938,2016-01-30,11
14832,35799,2016-04-19,6
43199,54087,2017-04-23,7
30249,75696,2018-10-23,8
70045,56514,2010-09-01,3
52892,84109,2017-12-10,9
73257,41829,2013-08-26,20
56281,20174,2019-11-30,8
40372,75909,2011-01-02,10
9718,54297,2015-07-01,15
70151,92586,2015-08-28,14
60254,49626,2018-11-19,13
17797,12143,2016-07-08,17
55062,86060,2018-09-22,4
41970,3594,2010-12-08,22
15337,92823,2020-05-31,16
47737,60655,2015-11-23,15
30267,61778,2012-05-19,2
49091,46294,2014-10-09,6
28803,64146,2018-12-26,21
49814,64124,2011-10-13,8
7193,25363,2018-09-21,20
1634,55048,2014-01-09,3
65259,76197,2017-01-30,1
96885,63904,2018-12-03,1
46608,15955,2020-12-18,20
18289,80102,2015-06-12,6
97993,3318,2011-12-25,10
47602,2686,2013-02-19,8
17909,71830,2016-09-20,13
76981,71416,2014-11-01,9
62811,34457,2012-10-19,23
90175,2270,2015-09-18,0
91923,77862,2017-04-15,5
34231,89935,2013-02-07,2
22105,76423,2015-06-19,20
25142,96659,2013-03-19,13
98015,13238,2018-05-27,23
77933,79594,2011-06-07,6
40809,35,2017-01-22,17
36949,84058,2018-08-13,14
84320,55870,2010-07-30,19
93060,45450,2013-08-22,16
23927,10486,2010-02-17,5
57970,90208,2020-12-05,19
24745,53977,2016-06-13,10
73146,54878,2010-03-30,0
54395,95234,2015-03-26,18
71727,69104,2012-07-09,14
32331,396,2015-06-21,15
193,8946,2013-06-29,8
59207,64186,2020-09-23,8
82611,85191,2017-12-03,19
89734,55394,2020-01-31,2
30169,43920,2012-09-18,17
2928,60692,2020-12-16,5
68117,67162,2020-06-30,23
27300,83117,2010-04-05,6
88769,21180,2018-08-31,13
22610,64827,2013-09-14,8
47335,64016,2010-09-19,21
17525,40862,2013-07-29,23
59257,96504,2020-04-13,7
58983,31508,2012-12-29,23
10496,80060,2014-05-31,20
23413,46557,2013-06-30,8
40460,94164,2013-01-03,6
67066,2906,2010-09-04,1
43089,95397,2011-02-21,7
3916,83788,2012-02-03,9
88173,84174,2017-04-01,18
97888,91018,2014-08-25,11
57721,79464,2011-09-29,8
8971,14978,2016-02-15,1
37109,80760,2010-05-21,20
30673,11772,2011-05-11,4
32779,17919,2012-09-25,20
9923,31769,2011-05-27,13
10001,76285,2016-11-12,21
25430,49119,2016-11-11,20
49866,13706,2013-02-03,9
56524,42394,2017-07-24,16
64579,31951,2020-08-27,17
50411,79017,2017-12-20,16
46273,57838,2011-02-02,12
82966,7487,2016-06-07,1
33524,46467,2020-08-08,14
9493,48394,2019-12-22,20
97890,8264,2014-06-02,1
78443,38081,2010-01-12,11
13190,22624,2017-03-30,9
33404,82807,2011-07-21,15
36022,29077,2015-05-16,10
29754,78772,2018-01-13,2
28656,65338,2017-07-18,3
85935,61675,2012-07-12,23
67476,51536,2017-03-26,3
61592,63925,2017-01-04,0
19349,29870,2013-07-22,5
81213,97903,2020-01-15,0
44577,71278,2014-02-11,14
53693,3638,2011-05-16,14
78178,47064,2015-01-13,18
24870,8756,2014-10-16,22
1238,18226,2011-06-08,19
87100,7856,2011-05-31,16
30370,88862,2011-01-03,14
46822,57644,2015-08-10,4
33469,86215,2017-11-20,20
4176,88105,2018-11-09,22
8731,87831,2013-12-19,15
68814,65279,2010-04-18,17
81960,97327,2016-08-21,10
97830,82372,2019-08-09,6
80397,58192,2015-03-18,1
76370,98876,2019-10-14,19
54935,20749,2012-08-13,20
2952,97984,2018-05-20,11
73118,57689,2019-09-23,9
6408,77753,2020-05-28,2
73163,82003,2015-08-06,20
70011,5977,2020-10-01,16
86410,56368,2012-08-22,20
3931,52478,2013-11-03,2
55488,90973,2015-12-25,14
68135,66979,2015-05-03,13
52110,93267,2011-04-22,9
24171,41136,2010-09-14,7
33924,4291,2020-04-13,0
44866,66468,2017-09-04,2
92090,25752,2012-11-10,16
4074,83173,2010-07-17,16
3650,33561,2017-09-15,14
7824,25322,2020-01-18,17
25285,52991,2016-12-29,8
12496,87333,2011-01-09,5
87448,41698,2020-04-07,3
93735,88284,2017-07-07,18
57302,16563,2012-09-30,4
96618,97028,2020-07-14,7
76204,17760,2017-05-23,20
54591,49855,2020-03-25,8
26008,17724,2010-05-02,1
76966,66324,2019-11-15,8
4440,30468,2020-06-15,0
48328,27964,2019-12-27,12
88919,84281,2018-09-27,22
20491,65989,2012-10-31,16
69969,33119,2011-12-22,9
2070,30925,2013-02-16,1
40352,92796,2011-01-20,18
29569,96288,2019-06-26,18
98431,54191,2016-01-26,12
23486,68641,2014-03-25,11
6572,27736,2020-02-06,23
96066,93470,2016-03-23,6
90344,43551,2018-11-23,21
73882,11635,2014-10-10,17
75816,29191,2011-12-08,15
39663,11469,2016-01-11,15
6340,96531,2016-04-10,21
27385,65795,2017-08-18,12
91290,92648,2012-03-16,2
2541,16523,2010-04-03,5
35813,34370,2013-02-11,15
49763,33906,2015-08-03,18
46494,19800,2013-08-21,1
11026,52796,2011-04-24,23
51669,96628,2016-04-10,9
40833,14507,2015-03-01,7
49321,15198,2010-02-12,23
93848,37790,2010-10-16,0
54499,46696,2017-12-14,16
32897,78128,2011-05-29,0
11667,90634,2013-03-11,7
62646,62282,2013-03-06,5
81807,28480,2012-05-26,19
47823,27364,2013-05-07,8
83011,39654,2014-03-26,19
94012,19052,2020-09-20,20
67033,46836,2014-10-14,9
83195,49570,2010-12-21,16
25938,48301,2020-02-27,19
81800,96340,2011-10-07,19
40938,78446,2014-09-01,0
45751,74160,2016-09-16,22
69918,10430,2010-05-14,9
83726,55108,2015-10-03,2
69369,26003,2010-01-07,9
6933,79492,2013-03-28,7
43403,30688,2019-10-03,21
64466,33282,2017-07-22,9
36584,40018,2013-05-03,9
24910,30319,2016-01-15,8
34106,39839,2010-10-28,22
75178,84726,2016-09-19,13
38498,30273,2013-05-19,17
31559,691,2012-03-22,2
86677,40921,2015-06-21,16
58777,57161,2015-09-26,16
98337,54212,2016-03-07,2
49857,64555,2017-09-01,14
34076,42670,2011-01-19,8
53619,48189,2018-12-30,21
56753,17788,2019-11-11,9
96655,21610,2015-03-08,16
35786,44894,2017-06-26,0
47514,9690,2017-04-26,0
93158,75329,2014-04-19,9
72542,8447,2020-10-28,14
48036,98050,2016-03-01,0
48098,20064,2012-02-13,12
68285,56975,2011-08-19,15
23557,77106,2010-09-30,5
3583,45026,2015-11-20,20
11957,28668,2016-10-05,18
87898,56746,2013-02-14,3
